Id,title,era,age
E616/2358,New Avengers Vol. 7: The Trust,World War Hulk,World War Hulk
E616/2359,Wolverine Origins Vol. 4: Our War,World War Hulk,World War Hulk
E616/2360,Spider-Man Family: Untold Team-Ups,World War Hulk,World War Hulk
E616/2361,Spider-Man / Red Sonja,World War Hulk,World War Hulk
E616/2362,Marvel Adventures Iron Man Vol. 2: Iron Armory,World War Hulk,World War Hulk
E616/2363,Marvel Adventures: Avengers Vol. 5: Some Assembling Required,World War Hulk,World War Hulk
E616/2364,Exiles Ultimate Collection 6,World War Hulk,World War Hulk
E616/2365,X-Men: Die By The Sword,World War Hulk,World War Hulk
E616/2366,Exiles Vol. 16: Starting Over,World War Hulk,World War Hulk
E616/2367,Onslaught Reborn,World War Hulk,World War Hulk
E616/2368,Fantastic Four: The Beginning Of The End,World War Hulk,World War Hulk
E616/2369,Ghost Rider Vol. 4: Revelations,World War Hulk,World War Hulk
E616/2370,Wolverine: The Death Of Wolverine,World War Hulk,World War Hulk
E616/2371,Penance: Relentless,World War Hulk,World War Hulk
E616/2372,Captain America: The Chosen,World War Hulk,World War Hulk
E616/2373,Black Panther: Little Green Men,World War Hulk,World War Hulk
E616/2374,X-Men: Messiah Complex,World War Hulk,World War Hulk
E616/2375,"Marvel Adventures Fantastic Four Vol. 8: Monsters, Moles, Cowboys And Coupons",World War Hulk,World War Hulk
E616/2376,What If? Civil War,World War Hulk,World War Hulk
E616/2377,Marvel Atlas,World War Hulk,World War Hulk
E616/2378,Thor Vol. 1,World War Hulk,World War Hulk
E616/2379,Deadpool And Cable Ultimate Collection 3,World War Hulk,World War Hulk
E616/2380,Deadpool Vs. The Marvel Universe,World War Hulk,World War Hulk
E616/2381,Daredevil by Ed Brubaker And Michael Lark Omnibus Vol. 1,World War Hulk,World War Hulk
E616/2382,Daredevil: Hell To Pay Vol. 2,World War Hulk,World War Hulk
E616/2383,Ms. Marvel Vol. 4: Monster Smash,World War Hulk,World War Hulk
E616/2384,Punisher MAX Vol. 9: Long Cold Dark,World War Hulk,World War Hulk
E616/2385,"Terror, Inc",World War Hulk,World War Hulk
E616/2386,Silver Surfer: In Thy Name,World War Hulk,World War Hulk
E616/2387,Marvel Zombies 2,World War Hulk,World War Hulk
E616/2388,Incredible Hercules: Against The World,World War Hulk,World War Hulk
E616/2389,The Zombie: Simon Garth,World War Hulk,World War Hulk
E616/2390,Iron Man And Power Pack: Armored And Dangerous,World War Hulk,World War Hulk
E616/2391,Marvel Adventures Spider-Man Vol. 9: Fiercest Foes,World War Hulk,World War Hulk
E616/2392,Marvel Adventures Hulk Vol. 2: Defenders,World War Hulk,World War Hulk
E616/2393,Spider-Man: Brand New Day Vol. 1,World War Hulk,World War Hulk
E616/2394,Iron Man: Beneath The Armor,World War Hulk,World War Hulk
E616/2395,X-Men: We Are The X-Men,World War Hulk,World War Hulk
E616/2396,Spider-Girl Vol. 3: Mind Games,World War Hulk,World War Hulk
E616/2397,The Death Of Captain America Vol. 2: The Burden Of Dreams,World War Hulk,World War Hulk
E616/2398,The Legacy Of Captain America,World War Hulk,World War Hulk
E616/2399,Punisher War Journal Vol. 3: Hunter / Hunted,World War Hulk,World War Hulk
E616/2400,She-Hulk Vol. 6: Jaded,World War Hulk,World War Hulk
E616/2401,World War Hulk: Damage Control,World War Hulk,World War Hulk
E616/2402,Mighty Avengers: Assemble,World War Hulk,World War Hulk
E616/2403,Mighty Avengers Vol. 2: Venom Bomb,World War Hulk,World War Hulk
E616/2404,Secret Invasion: The Infiltration,Secret Invasion,Secret Invasion
E616/2405,Herculus: Smash Of The Titans,Secret Invasion,Secret Invasion
E616/2406,Immortal Iron Fist Vol. 2: The Seven Capital Cities Of Heaven,Secret Invasion,Secret Invasion
E616/2407,Iron Man: Haunted,Secret Invasion,Secret Invasion
E616/2408,Captain Marvel: Secret Invasion,Secret Invasion,Secret Invasion
E616/2409,Nova Vol. 1,Secret Invasion,Secret Invasion
E616/2410,Nova: Knowhere,Secret Invasion,Secret Invasion
E616/2411,The Order Vol. 2: California Dreaming,Secret Invasion,Secret Invasion
E616/2412,World War Hulk: Warbound,Secret Invasion,Secret Invasion
E616/2413,Marvel Adventures Iron Man Vol. 3: Hero By Design,Secret Invasion,Secret Invasion
E616/2414,Marvel Adventures: Avengers Vol. 6: Mighty Marvels,Secret Invasion,Secret Invasion
E616/2415,Hulk: The Incredible Guide (2008 Edition),Secret Invasion,Secret Invasion
E616/2416,Avengers: First To Last,Secret Invasion,Secret Invasion
E616/2417,"Mini Marvels: Rock, Paper, Scissors",Secret Invasion,Secret Invasion
E616/2418,Foolkiller: Fool’s Paradise,Secret Invasion,Secret Invasion
E616/2419,Astonishing X-Men Omnibus,Secret Invasion,Secret Invasion
E616/2420,Astonishing X-Men Vol. 2,Secret Invasion,Secret Invasion
E616/2421,Astonishing X-Men Vol. 4: Unstoppable,Secret Invasion,Secret Invasion
E616/2422,Avengers: The Initiative Vol. 2: Killed In Action,Secret Invasion,Secret Invasion
E616/2423,"New Exiles Vol. 1: New Life, New Gambit",Secret Invasion,Secret Invasion
E616/2424,Dead Of Night: Man-Thing,Secret Invasion,Secret Invasion
E616/2425,Wolverine: Get Mystique,Secret Invasion,Secret Invasion
E616/2426,X-Men Legacy: Divided He Stands,Secret Invasion,Secret Invasion
E616/2427,Marvel Adventures Fantastic Four Vol. 9: New York’s Finest,Secret Invasion,Secret Invasion
E616/2428,Spider-Man: Brand New Day Vol. 2,Secret Invasion,Secret Invasion
E616/2429,Wolverine: Logan,Secret Invasion,Secret Invasion
E616/2430,Wolverine: Logan Black And White,Secret Invasion,Secret Invasion
E616/2431,X-Men: Divided We Stand,Secret Invasion,Secret Invasion
E616/2432,Mythos,Secret Invasion,Secret Invasion
E616/2433,Runaways Vol. 8: Dead End Kids (Digest),Secret Invasion,Secret Invasion
E616/2434,Runaways Vol. 8: Dead End Kids,Secret Invasion,Secret Invasion
E616/2435,Thunderbolts: Caged Angels,Secret Invasion,Secret Invasion
E616/2436,New Warriors: Thrashed,Secret Invasion,Secret Invasion
E616/2437,Secret Invasion: Who Do You Trust?,Secret Invasion,Secret Invasion
E616/2438,The Twelve Vol. 1,Secret Invasion,Secret Invasion
E616/2439,Young Avengers Presents,Secret Invasion,Secret Invasion
E616/2440,Clandestine: Blood Relative,Secret Invasion,Secret Invasion
E616/2441,New Avengers Vol. 8: Secret Invasion Book 1,Secret Invasion,Secret Invasion
E616/2442,Uncanny X-Men: Divided We Stand,Secret Invasion,Secret Invasion
E616/2443,X-Factor: The Only Game In Town,Secret Invasion,Secret Invasion
E616/2444,Marvel Adventures Thor / Spider-Man,Secret Invasion,Secret Invasion
E616/2445,Spider-Man Family: Itsy-Bitsy Battles,Secret Invasion,Secret Invasion
E616/2446,Spider-Man J: Japanese Daze,Secret Invasion,Secret Invasion
E616/2447,Marvel Adventures Hulk Vol. 3: Strongest One There Is,Secret Invasion,Secret Invasion
E616/2448,Power Pack: Day One,Secret Invasion,Secret Invasion
E616/2449,Mighty Avengers Vol. 3: Secret Invasion Book 1,Secret Invasion,Secret Invasion
E616/2450,Hulk: Giant-Size,Secret Invasion,Secret Invasion
E616/2451,Marvel Adventures Spider-Man Vol. 10: Identity Crisis,Secret Invasion,Secret Invasion
E616/2452,She-Hulk Vol. 7: Here Today,Secret Invasion,Secret Invasion
E616/2453,Spider-Man: Brand New Day Vol. 3,Secret Invasion,Secret Invasion
E616/2454,Omega The Unknown,Secret Invasion,Secret Invasion
E616/2455,Moon Knight Vol. 3: God And Country,Secret Invasion,Secret Invasion
E616/2456,Wolverine Origins Vol. 5: Deadpool,Secret Invasion,Secret Invasion
E616/2457,Black Panther: Back To Africa,Secret Invasion,Secret Invasion
E616/2458,Ghost Rider: Hell Bent And Heaven Bound,Secret Invasion,Secret Invasion
E616/2459,Cable Vol. 1: Messiah War,Secret Invasion,Secret Invasion
E616/2460,Iron Man: Legacy Of Doom,Secret Invasion,Secret Invasion
E616/2461,Fantastic Four: Secret Invasion,Secret Invasion,Secret Invasion
E616/2462,American Dream: Beyond Courage,Secret Invasion,Secret Invasion
E616/2463,Spider-Man: Amazing Friends,Secret Invasion,Secret Invasion
E616/2464,Spider-Man: Spider-Women,Secret Invasion,Secret Invasion
E616/2465,Weapon Omega,Secret Invasion,Secret Invasion
E616/2466,Wolverine: Dangerous Games,Secret Invasion,Secret Invasion
E616/2467,Iron Fist Omnibus,Secret Invasion,Secret Invasion
E616/2468,Immortal Iron Fist Vol. 3: The Book Of The Iron Fist,Secret Invasion,Secret Invasion
E616/2469,X-Force Vol. 1: Angels And Demons,Secret Invasion,Secret Invasion
E616/2470,Daredevil: Cruel And Unusual,Secret Invasion,Secret Invasion
E616/2471,The Last Defenders,Secret Invasion,Secret Invasion
E616/2472,Ms. Marvel Vol. 5: Secret Invasion,Secret Invasion,Secret Invasion
E616/2473,Punisher MAX Vol. 5,Secret Invasion,Secret Invasion
E616/2474,"Punisher MAX Vol. 10: Valley Forge, Valley Forge",Secret Invasion,Secret Invasion
E616/2475,Young X-Men Vol. 1: Final Genesis,Secret Invasion,Secret Invasion
E616/2476,Incredible Hercules: Secret Invasion,Secret Invasion,Secret Invasion
E616/2477,Captain Britain And MI:13 Vol. 1: Secret Invasion,Secret Invasion,Secret Invasion
E616/2478,Marvel Adventures: Avengers Vol. 7: Weirder And Wilder,Secret Invasion,Secret Invasion
E616/2479,Marvel Adventures Iron Man Vol. 4: Armored Avenger,Secret Invasion,Secret Invasion
E616/2480,Iron Man: With Iron Hands,Secret Invasion,Secret Invasion
E616/2481,Spider-Man: Kraven’s First Hunt,Secret Invasion,Secret Invasion
E616/2482,Marvel Europe,Secret Invasion,Secret Invasion
E616/2483,Marvel Europa,Secret Invasion,Secret Invasion
E616/2484,Hulk Vol. 1: Red Hulk,Secret Invasion,Secret Invasion
E616/2485,Spider-Girl Vol. 4: Brand New May,Secret Invasion,Secret Invasion
E616/2486,The Death Of Captain America Omnibus,Secret Invasion,Secret Invasion
E616/2487,The Death Of Captain America Vol. 3: The Man Who Bought America,Secret Invasion,Secret Invasion
E616/2488,Punisher War Journal Vol. 4: Jigsaw,Secret Invasion,Secret Invasion
E616/2489,X-Men: Angel – Revelations,Secret Invasion,Secret Invasion
E616/2490,Secret Invasion: Runaways / Young Avengers,Secret Invasion,Secret Invasion
E616/2491,X-Men Legacy: Sins Of The Father,Secret Invasion,Secret Invasion
E616/2492,Marvel Adventures Fantastic Four: Spaced Crusaders,Secret Invasion,Secret Invasion
E616/2493,Black Panther: Secret Invasion,Secret Invasion,Secret Invasion
E616/2494,She-Hulk Vol. 8: Secret Invasion,Secret Invasion,Secret Invasion
E616/2495,Marvel Chronicle,Secret Invasion,Secret Invasion
E616/2496,Marvel Fairy Tales,Secret Invasion,Secret Invasion
E616/2497,Secret Invasion: Home Invasion,Secret Invasion,Secret Invasion
E616/2498,Guardians Of The Galaxy: Legacy,Secret Invasion,Secret Invasion
E616/2499,Nova: Secret Invasion,Secret Invasion,Secret Invasion
E616/2500,New Exiles Vol. 2: Soul Awakening,Secret Invasion,Secret Invasion
E616/2501,Thunderbolts: Secret Invasion,Secret Invasion,Secret Invasion
E616/2502,Marvel Adventures Spider-Man Vol. 11: Animal Instincts,Secret Invasion,Secret Invasion
E616/2503,Marvel Adventures Hulk Vol. 4: Tales To Astonish,Secret Invasion,Secret Invasion
E616/2504,"Marvel Adventures Spider-Man, Hulk And Iron Man: Triple Threat",Secret Invasion,Secret Invasion
E616/2505,Skrulls Vs. Power Pack,Secret Invasion,Secret Invasion
E616/2506,Spider-Man: New Ways To Die,Secret Invasion,Secret Invasion
E616/2507,Secret Invasion: Amazing Spider-Man,Secret Invasion,Secret Invasion
E616/2508,Thor: Secret Invasion,Secret Invasion,Secret Invasion
E616/2509,Fantastic Four: World’s Greatest,Secret Invasion,Secret Invasion
E616/2510,Franklin Richards: Not-So-Secret Invasion,Secret Invasion,Secret Invasion
E616/2511,Secret Invasion,Secret Invasion,Secret Invasion
E616/2512,Invincible Iron Man Vol. 1: The Five Nightmares,Secret Invasion,Secret Invasion
E616/2513,Avengers: The Initiative Vol. 3: Secret Invasion,Secret Invasion,Secret Invasion
E616/2514,Immortal Iron Fist Vol. 4: The Mortal Iron Fist,Secret Invasion,Secret Invasion
E616/2515,Fantastic Four: True Story,Secret Invasion,Secret Invasion
E616/2516,Foolkiller: White Angels,Secret Invasion,Secret Invasion
E616/2517,New Avengers Vol. 5,Secret Invasion,Secret Invasion
E616/2518,New Avengers Vol. 9: Secret Invasion Book 2,Secret Invasion,Secret Invasion
E616/2519,Secret Invasion: Front Line,Secret Invasion,Secret Invasion
E616/2520,Secret Invasion: Inhumans,Secret Invasion,Secret Invasion
E616/2521,X-Men: Secret Invasion,Secret Invasion,Secret Invasion
E616/2522,Secret Invasion: War Machine,Secret Invasion,Secret Invasion
E616/2523,X-Men: Original Sin,Secret Invasion,Secret Invasion
E616/2524,Spider-Man: Crime And Punisher,Secret Invasion,Secret Invasion
E616/2525,Wolverine: Worst Day Ever,Secret Invasion,Secret Invasion
E616/2526,Hulk: Green Hulk / Red Hulk,Secret Invasion,Secret Invasion
E616/2527,Hulk Vol. 2: Red And Green,Secret Invasion,Secret Invasion
E616/2528,Eternals Vol. 1: To Slay A God,Secret Invasion,Secret Invasion
E616/2529,Skaar: Son Of Hulk,Secret Invasion,Secret Invasion
E616/2530,Mighty Avengers: Secret Invasion,Secret Invasion,Secret Invasion
E616/2531,Mighty Avengers Vol. 4: Secret Invasion Book 2,Secret Invasion,Secret Invasion
E616/2532,X-Factor: Secret Invasion,Secret Invasion,Secret Invasion
E616/2533,Patsy Walker: Hellcat,Secret Invasion,Secret Invasion
E616/2534,Squadron Supreme: Power To The People,Secret Invasion,Secret Invasion
E616/2535,Moon Knight Vol. 4: Death Of Marc Spector,Secret Invasion,Secret Invasion
E616/2536,Punisher MAX Vol. 11: Girls In White Dresses,Secret Invasion,Secret Invasion
E616/2537,Spider-Man Loves Mary Jane: Sophomore Jinx,Secret Invasion,Secret Invasion
E616/2538,Deadpool Vol. 1: Secret Invasion,Secret Invasion,Secret Invasion
E616/2539,Dead Of Night: Devil Slayer,Secret Invasion,Secret Invasion
E616/2540,New Exiles Vol. 3: The Enemy Within,Secret Invasion,Secret Invasion
E616/2541,Punisher War Journal Vol. 5: Secret Invasion,Secret Invasion,Secret Invasion
E616/2542,Marvel Adventures: Avengers Vol. 8: The New Recruits,Secret Invasion,Secret Invasion
E616/2543,What If? Secret Wars,Secret Invasion,Secret Invasion
E616/2544,Avengers: I Am An Avenger Vol. 1,Secret Invasion,Secret Invasion
E616/2545,Avengers: I Am An Avenger Vol. 2,Secret Invasion,Secret Invasion
E616/2546,Ghost Rider: Danny Ketch: Addict,Secret Invasion,Secret Invasion
E616/2547,X-Force Vol. 1,Secret Invasion,Secret Invasion
E616/2548,Thor Vol. 2,Secret Invasion,Secret Invasion
E616/2549,New Warriors: Secret Invasion,Secret Invasion,Secret Invasion
E616/2550,Spider-Man: Family Ties,Secret Invasion,Secret Invasion
E616/2551,Uncanny X-Men: Manifest Destiny,Secret Invasion,Secret Invasion
E616/2552,X-Men: Manifest Destiny,Secret Invasion,Secret Invasion
E616/2553,Cable Vol. 2: Waiting For The End OF The World,Secret Invasion,Secret Invasion
E616/2554,Runaways Vol. 9: Dead Wrong (Digest),Secret Invasion,Secret Invasion
E616/2555,Runaways Vol. 9: Dead Wrong,Secret Invasion,Secret Invasion
E616/2556,Captain Britain And MI:13 Vol. 2: Hell Comes To Birmingham,Secret Invasion,Secret Invasion
E616/2557,Ms. Marvel Vol. 6: Ascension,Secret Invasion,Secret Invasion
E616/2558,X-Force Vol. 2: Old Ghosts,Secret Invasion,Secret Invasion
E616/2559,Daredevil: Lady Bullseye,Secret Invasion,Secret Invasion
E616/2560,Incredible Hercules: Sacred Invasion,Secret Invasion,Secret Invasion
E616/2561,Incredible Hercules: Love And War,Secret Invasion,Secret Invasion
E616/2562,X-Men: Worlds Apart,Secret Invasion,Secret Invasion
E616/2563,Marvel Zombies 3,Secret Invasion,Secret Invasion
E616/2564,Marvel Adventures Fantastic Four: Doomed If You Don’t,Secret Invasion,Secret Invasion
E616/2565,Spider-Man: Death And Dating,Secret Invasion,Secret Invasion
E616/2566,Punisher War Zone: The Resurrection Of Ma Gnucci,Secret Invasion,Secret Invasion
E616/2567,Dark Reign: Accept Change,Secret Invasion,Secret Invasion
E616/2568,X-Men Noir,Secret Invasion,Secret Invasion
E616/2569,Captain America And The Struggle Of The Superhero: Critical Essays,Secret Invasion,Secret Invasion
E616/2570,X-Men And Philosophy: Astonishing Insight And Uncanny Argument In The Mutant X-Verse,Secret Invasion,Secret Invasion
E616/2571,Wolverine: Inside The World Of The Living Weapon,Secret Invasion,Secret Invasion
E616/2572,Wolverine: Weapon X Files,Secret Invasion,Secret Invasion
E616/2573,Ghost Rider: The Last Stand,Secret Invasion,Secret Invasion
E616/2574,NYX: No Way Home,Secret Invasion,Secret Invasion
E616/2575,The Sentry: Age Of The Sentry,Secret Invasion,Secret Invasion
E616/2576,She-Hulk Vol. 9: Lady Liberators,Secret Invasion,Secret Invasion
E616/2577,X-Men And Spider-Man,Dark reign / Fear itself,Dark reign / Fear itself
E616/2578,Nova: Nova Corps,Dark reign / Fear itself,Dark reign / Fear itself
E616/2579,Marvel Adventures Spider-Man Vol. 12: Jumping To Conclusions,Dark reign / Fear itself,Dark reign / Fear itself
E616/2580,"Marvel Adventures Thor featuring Captain America, Dr. Strange And Ant-Man",Dark reign / Fear itself,Dark reign / Fear itself
E616/2581,Wolverine And Power Pack,Dark reign / Fear itself,Dark reign / Fear itself
E616/2582,New Avengers Vol. 10: Power,Dark reign / Fear itself,Dark reign / Fear itself
E616/2583,The Wolverine Files,Dark reign / Fear itself,Dark reign / Fear itself
E616/2584,Spider-Man Noir,Dark reign / Fear itself,Dark reign / Fear itself
E616/2585,Young X-Men Vol. 2: Book Of Revelations,Dark reign / Fear itself,Dark reign / Fear itself
E616/2586,Spider-Girl Vol. 5: Maybreak,Dark reign / Fear itself,Dark reign / Fear itself
E616/2587,Adam: Legend Of The Blue Marvel,Dark reign / Fear itself,Dark reign / Fear itself
E616/2588,X-Infernus,Dark reign / Fear itself,Dark reign / Fear itself
E616/2589,New Exiles Vol. 4: Away We Go,Dark reign / Fear itself,Dark reign / Fear itself
E616/2590,Road To War Of Kings,Dark reign / Fear itself,Dark reign / Fear itself
E616/2591,Captain America: The Man with No Face,Dark reign / Fear itself,Dark reign / Fear itself
E616/2592,Guardians Of The Galaxy: War Of Kings Book 1,Dark reign / Fear itself,Dark reign / Fear itself
E616/2593,Uncanny X-Men: Lovelorn,Dark reign / Fear itself,Dark reign / Fear itself
E616/2594,Eternals Vol. 2: Manifest Destiny,Dark reign / Fear itself,Dark reign / Fear itself
E616/2595,Spider-Man: Election Day,Dark reign / Fear itself,Dark reign / Fear itself
E616/2596,Doctor Doom And The Masters Of Evil,Dark reign / Fear itself,Dark reign / Fear itself
E616/2597,Mini Marvels Ultimate Collection,Dark reign / Fear itself,Dark reign / Fear itself
E616/2598,War Machine Vol. 1: Iron Heart,Dark reign / Fear itself,Dark reign / Fear itself
E616/2599,Marvel Adventures: Avengers Vol. 9: The Times They Are A-Changin’,Dark reign / Fear itself,Dark reign / Fear itself
E616/2600,Werewolf By Night: In The Blood,Dark reign / Fear itself,Dark reign / Fear itself
E616/2601,The Marvel Art Of Marko Djurdjevic,Dark reign / Fear itself,Dark reign / Fear itself
E616/2602,Assembled! 2: The Unauthorized Guide To Earth’s Mightiest Heroes And Villains,Dark reign / Fear itself,Dark reign / Fear itself
E616/2603,Thunderbolts: Burning Down The House,Dark reign / Fear itself,Dark reign / Fear itself
E616/2604,Dark Reign: Deadpool / Thunderbolts,Dark reign / Fear itself,Dark reign / Fear itself
E616/2605,Agents Of Atlas: Dark Reign,Dark reign / Fear itself,Dark reign / Fear itself
E616/2606,Hulk: Broken Worlds,Dark reign / Fear itself,Dark reign / Fear itself
E616/2607,Invincible Iron Man Vol. 2: World’s Most Wanted Book 1,Dark reign / Fear itself,Dark reign / Fear itself
E616/2608,Wolverine Origins Vol. 6: Dark Reign,Dark reign / Fear itself,Dark reign / Fear itself
E616/2609,Moon Knight Vol. 5: Down South,Dark reign / Fear itself,Dark reign / Fear itself
E616/2610,Punisher MAX Vol. 12: Six Hours To Kill,Dark reign / Fear itself,Dark reign / Fear itself
E616/2611,Punisher Vol. 1: Dark Reign,Dark reign / Fear itself,Dark reign / Fear itself
E616/2612,Spider-Man: The Short Halloween,Dark reign / Fear itself,Dark reign / Fear itself
E616/2613,Marvel Adventures Fantastic Four: Four-Three-Two-One?,Dark reign / Fear itself,Dark reign / Fear itself
E616/2614,Runaways Vol. 10: Rock Zombies (Digest),Dark reign / Fear itself,Dark reign / Fear itself
E616/2615,Runaways Vol. 10: Rock Zombies,Dark reign / Fear itself,Dark reign / Fear itself
E616/2616,Ghost Rider: Trials And Tribulations,Dark reign / Fear itself,Dark reign / Fear itself
E616/2617,Spider-Man: 24 / 7,Dark reign / Fear itself,Dark reign / Fear itself
E616/2618,Marvel Apes: The Evolution Starts Here,Dark reign / Fear itself,Dark reign / Fear itself
E616/2619,Marvel Apes,Dark reign / Fear itself,Dark reign / Fear itself
E616/2620,Avengers / Invaders,Dark reign / Fear itself,Dark reign / Fear itself
E616/2621,Astonishing X-Men Vol. 5: Ghost Box,Dark reign / Fear itself,Dark reign / Fear itself
E616/2622,Wolverine: Flies To A Spider,Dark reign / Fear itself,Dark reign / Fear itself
E616/2623,Avengers: The Initiative Vol. 4: Disassembled,Dark reign / Fear itself,Dark reign / Fear itself
E616/2624,Immortal Iron Fist Vol. 5: Escape from The Eighth City,Dark reign / Fear itself,Dark reign / Fear itself
E616/2625,X-Men Legacy: Salvage,Dark reign / Fear itself,Dark reign / Fear itself
E616/2626,Dark Avengers Vol. 1: Dark Avengers Assemble,Dark reign / Fear itself,Dark reign / Fear itself
E616/2627,Hulk: Planet Skaar,Dark reign / Fear itself,Dark reign / Fear itself
E616/2628,Mighty Avengers Vol. 5: Earth’s Mightiest,Dark reign / Fear itself,Dark reign / Fear itself
E616/2629,X-Factor: Time And A Half,Dark reign / Fear itself,Dark reign / Fear itself
E616/2630,Squadron Supreme: Bright Shining Lies,Dark reign / Fear itself,Dark reign / Fear itself
E616/2631,X-Force / Cable: Messiah War,Dark reign / Fear itself,Dark reign / Fear itself
E616/2632,New Avengers: The Reunion,Dark reign / Fear itself,Dark reign / Fear itself
E616/2633,New Avengers Vol. 6,Dark reign / Fear itself,Dark reign / Fear itself
E616/2634,New Avengers Vol. 11: Search For The Sorcerer Supreme,Dark reign / Fear itself,Dark reign / Fear itself
E616/2635,Marvel Adventures Spider-Man Vol. 13: Animal Attack!,Dark reign / Fear itself,Dark reign / Fear itself
E616/2636,Marvel Adventures Thor And The Avengers,Dark reign / Fear itself,Dark reign / Fear itself
E616/2637,Uncanny X-Ment: The Sisterhood,Dark reign / Fear itself,Dark reign / Fear itself
E616/2638,Franklin Richards: Son Of A Genius Ultimate Collection 2,Dark reign / Fear itself,Dark reign / Fear itself
E616/2639,Super Hero Squad: Hero Up!,Dark reign / Fear itself,Dark reign / Fear itself
E616/2640,Fantastic Four: The Master Of Doom,Dark reign / Fear itself,Dark reign / Fear itself
E616/2641,Deadpool Vol. 1,Dark reign / Fear itself,Dark reign / Fear itself
E616/2642,Deadpool Vol. 2: Dark Reign,Dark reign / Fear itself,Dark reign / Fear itself
E616/2643,Savage She-Hulk,Dark reign / Fear itself,Dark reign / Fear itself
E616/2644,Ms. Marvel Vol. 7: Dark Reign,Dark reign / Fear itself,Dark reign / Fear itself
E616/2645,"Secret Warriors Vol. 1: Nick Fury, Agent Of Nothing",Dark reign / Fear itself,Dark reign / Fear itself
E616/2646,Black Panther: The Deadliest Of The Species,Dark reign / Fear itself,Dark reign / Fear itself
E616/2647,Captain Britain And MI:13 Vol. 3: Vampire State,Dark reign / Fear itself,Dark reign / Fear itself
E616/2648,Incredible Hercules: Dark Reign,Dark reign / Fear itself,Dark reign / Fear itself
E616/2649,Dark Reign: Fantastic Four,Dark reign / Fear itself,Dark reign / Fear itself
E616/2650,"Terror, Inc: Apocalypse Soon",Dark reign / Fear itself,Dark reign / Fear itself
E616/2651,Marvel Zombies 4,Dark reign / Fear itself,Dark reign / Fear itself
E616/2652,Wolverine Noir,Dark reign / Fear itself,Dark reign / Fear itself
E616/2653,Daredevil Noir,Dark reign / Fear itself,Dark reign / Fear itself
E616/2654,Captain America: Road To Reborn,Dark reign / Fear itself,Dark reign / Fear itself
E616/2655,Spider-Man: American Son,Dark reign / Fear itself,Dark reign / Fear itself
E616/2656,War Of Kings,Dark reign / Fear itself,Dark reign / Fear itself
E616/2657,War Of Kings: Warriors,Dark reign / Fear itself,Dark reign / Fear itself
E616/2658,War Of Kings Hardcover,Dark reign / Fear itself,Dark reign / Fear itself
E616/2659,Daredevil: Return Of The King,Dark reign / Fear itself,Dark reign / Fear itself
E616/2660,Daredevil by Ed Brubaker And Michael Lark Omnibus Vol. 2,Dark reign / Fear itself,Dark reign / Fear itself
E616/2661,Hulk Vol. 3: Hulk No More,Dark reign / Fear itself,Dark reign / Fear itself
E616/2662,Hulk: Fall Of The Hulks Prelude,Dark reign / Fear itself,Dark reign / Fear itself
E616/2663,Dark Reign: Elektra,Dark reign / Fear itself,Dark reign / Fear itself
E616/2664,Deadpool: Suicide Kings,Dark reign / Fear itself,Dark reign / Fear itself
E616/2665,Nova: War Of Kings,Dark reign / Fear itself,Dark reign / Fear itself
E616/2666,Beta Ray Bill: Godhunter,Dark reign / Fear itself,Dark reign / Fear itself
E616/2667,Destroyer,Dark reign / Fear itself,Dark reign / Fear itself
E616/2668,Timestorm 2009 / 2099,Dark reign / Fear itself,Dark reign / Fear itself
E616/2669,Dark Wolverine Vol. 1: The Prince,Dark reign / Fear itself,Dark reign / Fear itself
E616/2670,Marvel Adventures: Avengers Vol. 10: Invasion,Dark reign / Fear itself,Dark reign / Fear itself
E616/2671,Lockjaw And The Pet Avengers,Dark reign / Fear itself,Dark reign / Fear itself
E616/2672,X-Men Forever Vol. 1,Dark reign / Fear itself,Dark reign / Fear itself
E616/2673,Spider-Man: Died In Your Arms Tonight,Dark reign / Fear itself,Dark reign / Fear itself
E616/2674,X-Force Vol. 3: Not Forgotten,Dark reign / Fear itself,Dark reign / Fear itself
E616/2675,Dark X-Men: The Beginning,Dark reign / Fear itself,Dark reign / Fear itself
E616/2676,The Marvel Encyclopedia: Updated And Expanded,Dark reign / Fear itself,Dark reign / Fear itself
E616/2677,Wolverine: Old Man Logan,Dark reign / Fear itself,Dark reign / Fear itself
E616/2678,Timely 70th Anniversary Collection,Dark reign / Fear itself,Dark reign / Fear itself
E616/2679,Wolverine: Weapon X Vol. 1: Adamantium Men,Dark reign / Fear itself,Dark reign / Fear itself
E616/2680,Exiles: Point Of No Return,Dark reign / Fear itself,Dark reign / Fear itself
E616/2681,Dark Reign: The Hood,Dark reign / Fear itself,Dark reign / Fear itself
E616/2682,New Mutants: Return Of Legion,Dark reign / Fear itself,Dark reign / Fear itself
E616/2683,Runaways Vol. 11: Homeschooling (Digest),Dark reign / Fear itself,Dark reign / Fear itself
E616/2684,Runaways Vol. 11: Homeschooling,Dark reign / Fear itself,Dark reign / Fear itself
E616/2685,Dark Reign: The Underside,Dark reign / Fear itself,Dark reign / Fear itself
E616/2686,Agents Of Atlas: Turf Wars,Dark reign / Fear itself,Dark reign / Fear itself
E616/2687,Dark Avengers / Uncanny X-Men: Utopia,Dark reign / Fear itself,Dark reign / Fear itself
E616/2688,Punisher MAX Vol. 6,Dark reign / Fear itself,Dark reign / Fear itself
